Scientific_Name,ID,Code,CA_ID,CodeNum,Generic,Subsp,Western,California,Gymno,In.FFE,Bark.Thickness.25.4,Bark.Thickness.Source,Wood.density,Wood.density.Source,Decay.class,Decay.class.Source,Leaf.longevity,Leaf.longevity.Source,Leaf.area,Leaf.area.Source,Leaf.CN,Leaf.CN.Source,Leaf.length,Leaf.length.Source,Leaf.lifespan,Leaf.lifespan.Source,Leaf.N,Leaf.N.Source,Leaf.NP,Leaf.NP.Source,Leaf.thickness,Leaf.thickness.Source,Leaf.width,Leaf.width.Source,Plant.height,Plant.height.Source,Plant.lifespan,Plant.lifespan.Source,Seed.dry.mass,Seed.dry.mass.Source,SLA,SLA.Source,SSD,SSD.Source,Stem.diameter,Stem.diameter.Source,Serotiny,Serotiny.Source,Self.pruning,Self.pruning.Source,Flame_duration,Flame_duration.Source,Flame_ht,Flame_ht.Source,Pct_consumed,Pct_consumed.Source,Smolder_duration,Smolder_duration.Source
Picea_mariana,26,Pic_Mar,NA,95,0,0.0,0,0,1,1,0.8128,FVS FFE,23.7,FVS FFE,4.0,FVS FFE,8.0,FVS FFE,251.50073,TRY,41.3,TRY,NA,NA,120.0,TRY,13.610928,TRY,13.039432,TRY,NA,NA,0.1,TRY,4.201215,TRY,242.0,TRY,1.37,TRY,4.876995,TRY,0.43,TRY,0.09392198,TRY,4,FEIS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Picea_pungens,301,Pic_Pun,NA,96,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Picea_rubens,27,Pic_Rub,NA,97,0,0.0,0,0,1,1,0.8636,FVS FFE,23.1,FVS FFE,4.0,FVS FFE,8.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,9.85,TRY,10.75,TRY,NA,NA,NA,NA,22.18413,TRY,383.33333,TRY,3.21,TRY,14.8,TRY,0.41,TRY,0.63333333,TRY,1,FEIS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Picea_sitchensis,28,Pic_Sit,14,98,0,0.0,1,1,1,1,0.6858,FVS FFE,20.6,FVS FFE,4.0,FVS FFE,5.0,FVS FFE,15.6132,TRY,NA,NA,NA,NA,NA,NA,10.736458,TRY,7.123067,TRY,4.6766667,TRY,NA,NA,27.081022,TRY,744.44444,TRY,1.88,TRY,6.044138,TRY,0.338724,TRY,2.46666667,TRY,1,FEIS,2,FEIS,NA,NA,NA,NA,NA,NA,NA,NA
Picea_spp.,29,Pic_Spp,NA,90,1,NA,NA,NA,1,1,0.8636,FVS FFE,23.1,FVS FFE,4.0,FVS FFE,8.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pinus_albicaulis,30,Pin_Alb,15,101,0,0.0,1,1,1,1,0.7619999999999999,FVS FFE,22.5,FVS FFE,4.0,FVS FFE,3.0,FVS FFE,NA,NA,45.4,TRY,NA,NA,NA,NA,10.35,TRY,NA,NA,NA,NA,0.15,TRY,17.585765,TRY,894.0,TRY,154.0,TRY,4.175,TRY,NA,NA,0.9,TRY,1,Schwilk&Ackerly,1,Schwilk&Ackerly,182.85714285714286,Banwell and Varner unpub data,48.42857142857143,Banwell and Varner unpub data,63.4,Banwell and Varner unpub data,498.14285714285717,Banwell and Varner unpub data
Pinus_attenuata,31,Pin_Att,16,NA,0,0.0,1,1,1,1,0.7619999999999999,FVS FFE,23.7,FVS FFE,4.0,FVS FFE,4.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1366667,TRY,13.455556,TRY,80.0,TRY,NA,NA,NA,NA,NA,NA,0.55,TRY,10,Schwilk&Ackerly,1,Schwilk&Ackerly,92.8,Fonda 2001 Forest Science,67.2,Fonda 2001 Forest Science,90.4,Fonda 2001 Forest Science,331.0,Fonda 2001 Forest Science
Pinus_banksiana,32,Pin_Ban,NA,105,0,0.0,0,0,1,1,1.016,FVS FFE,24.9,FVS FFE,4.0,FVS FFE,2.0,FVS FFE,580.81976,TRY,40.3,TRY,NA,NA,NA,NA,12.10909,TRY,8.441558,TRY,NA,NA,0.1625,TRY,6.838779,TRY,217.6,TRY,3.68,TRY,5.808281,TRY,0.46,TRY,0.10064932,TRY,10,Schwilk&Ackerly,2,Schwilk&Ackerly,NA,NA,NA,NA,NA,NA,NA,NA
Pinus_cembroides,302,Pin_Cem,NA,140,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pinus_clausa,33,Pin_Cla,NA,107,0,0.0,0,0,1,1,0.889,FVS FFE,28.7,FVS FFE,4.0,FVS FFE,2.0,FVS FFE,70.84667,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,TRY,15.491667,TRY,100.0,TRY,43.0,TRY,6.654493,TRY,0.51,TRY,NA,NA,10,Schwilk&Ackerly,1,Schwilk&Ackerly,NA,NA,NA,NA,NA,NA,NA,NA
Pinus_contorta,34,Pin_Con,17,108,0,0.5,1,1,1,1,0.7111999999999999,FVS FFE,23.7,FVS FFE,4.0,FVS FFE,3.0,FVS FFE,NA,NA,49.18,TRY,NA,NA,NA,NA,9.016923,TRY,9.268293,TRY,NA,NA,1.2,TRY,26.055556,TRY,462.5,TRY,5.88,TRY,3.304286,TRY,0.43,TRY,0.472,TRY,4,Schwilk&Ackerly,3,Schwilk&Ackerly,NA,NA,NA,NA,NA,NA,NA,NA
Pinus_contorta_bolanderi,35,Pin_Con_bol,18,NA,0,1.0,1,1,1,1,0.7111999999999999,FVS FFE,23.7,FVS FFE,4.0,FVS FFE,3.0,FVS FFE,NA,NA,49.18,TRY,NA,NA,NA,NA,9.016923,TRY,9.268293,TRY,NA,NA,1.2,TRY,26.055556,TRY,462.5,TRY,5.88,TRY,3.304286,TRY,0.43,TRY,0.472,TRY,NA,NA,NA,NA,54.857142857142854,Banwell and Varner unpub data,59.57142857142857,Banwell and Varner unpub data,77.5,Banwell and Varner unpub data,584.0,Banwell and Varner unpub data
Pinus_contorta_contorta,36,Pin_Con_con,19,NA,0,1.0,1,1,1,1,0.7111999999999999,FVS FFE,23.7,FVS FFE,4.0,FVS FFE,3.0,FVS FFE,NA,NA,49.18,TRY,NA,NA,NA,NA,9.016923,TRY,9.268293,TRY,NA,NA,1.2,TRY,26.055556,TRY,462.5,TRY,5.88,TRY,3.304286,TRY,0.43,TRY,0.472,TRY,4,Schwilk&Ackerly,3,Schwilk&Ackerly,93.4,Banwell and Varner unpub data,48.0,Banwell and Varner unpub data,79.6,Banwell and Varner unpub data,497.2,Banwell and Varner unpub data
Pinus_contorta_latifolia,37,Pin_Con_lat,20,NA,0,1.0,1,1,1,1,0.7111999999999999,FVS FFE,23.7,FVS FFE,4.0,FVS FFE,3.0,FVS FFE,NA,NA,49.18,TRY,NA,NA,NA,NA,9.016923,TRY,9.268293,TRY,NA,NA,1.2,TRY,26.055556,TRY,462.5,TRY,5.88,TRY,3.304286,TRY,0.43,TRY,0.472,TRY,7,Schwilk&Ackerly,3,Schwilk&Ackerly,NA,NA,NA,NA,NA,NA,NA,NA
Pinus_contorta_murrayana,38,Pin_Con_mur,21,NA,0,1.0,1,1,1,1,0.7111999999999999,FVS FFE,23.7,FVS FFE,4.0,FVS FFE,3.0,FVS FFE,NA,NA,49.18,TRY,NA,NA,NA,NA,9.016923,TRY,9.268293,TRY,NA,NA,1.2,TRY,26.055556,TRY,462.5,TRY,5.88,TRY,3.304286,TRY,0.43,TRY,0.472,TRY,1,Schwilk&Ackerly,3,Schwilk&Ackerly,155.28571428571428,Banwell and Varner unpub data,66.85714285714286,Banwell and Varner unpub data,82.5,Banwell and Varner unpub data,444.42857142857144,Banwell and Varner unpub data
Pinus_coulteri,39,Pin_Cou,22,NA,0,0.0,1,1,1,1,1.6001999999999998,FVS FFE,23.7,FVS FFE,4.0,FVS FFE,3.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,TRY,17.366667,TRY,100.0,TRY,236.0,TRY,NA,NA,NA,NA,0.65,TRY,3,Schwilk&Ackerly,1,Schwilk&Ackerly,82.42857142857143,Banwell and Varner unpub data,67.71428571428571,Banwell and Varner unpub data,92.0,Banwell and Varner unpub data,328.57142857142856,Banwell and Varner unpub data
Pinus_echinata,40,Pin_Ech,NA,110,0,0.0,0,0,1,1,0.9397999999999999,FVS FFE,29.3,FVS FFE,4.0,FVS FFE,4.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,9.6,TRY,12.588235,TRY,NA,NA,0.1,TRY,37.090909,TRY,200.0,TRY,9.77,TRY,NA,NA,0.54,TRY,1.00333333,TRY,1,Schwilk&Ackerly,4,Schwilk&Ackerly,NA,NA,NA,NA,NA,NA,NA,NA
Pinus_edulis,41,Pin_Edu,23,106,0,0.0,1,1,1,1,1.5748,FVS FFE,31.8,FVS FFE,4.0,FVS FFE,3.0,FVS FFE,NA,NA,NA,NA,NA,NA,66.0,TRY,10.6,TRY,NA,NA,NA,NA,0.1133333,TRY,13.53,TRY,783.33333,TRY,239.0,TRY,2.45,TRY,0.57,TRY,0.45,TRY,1,Schwilk&Ackerly,1,Schwilk&Ackerly,253.85714285714286,Banwell and Varner unpub data,40.0,Banwell and Varner unpub data,62.2,Banwell and Varner unpub data,588.2857142857143,Banwell and Varner unpub data
Pinus_elliottii,42,Pin_Ell,NA,111,0,0.0,0,0,1,1,1.397,FVS FFE,33.7,FVS FFE,4.0,FVS FFE,2.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1566667,TRY,27.142857,TRY,200.0,TRY,34.9,TRY,NA,NA,0.66,TRY,0.83333333,TRY,1,Schwilk&Ackerly,5,Schwilk&Ackerly,NA,NA,NA,NA,NA,NA,NA,NA
Pinus_flexilis,43,Pin_Fle,24,113,0,0.0,1,1,1,1,0.7619999999999999,FVS FFE,22.5,FVS FFE,4.0,FVS FFE,3.0,FVS FFE,124.4,TRY,NA,NA,95.0,TRY,36.0,TRY,11.2,TRY,NA,NA,0.6665,TRY,0.125,TRY,17.142857,TRY,700.0,TRY,101.0,TRY,6.38868,TRY,0.42,TRY,NA,NA,1,Schwilk&Ackerly,2,Schwilk&Ackerly,154.57142857142858,Banwell and Varner unpub data,55.285714285714285,Banwell and Varner unpub data,71.7,Banwell and Varner unpub data,769.4285714285714,Banwell and Varner unpub data
Pinus_glabra,44,Pin_Gla,NA,115,0,0.0,0,0,1,1,0.889,FVS FFE,25.6,FVS FFE,4.0,FVS FFE,2.0,FVS FFE,75.60667,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.095,TRY,12.862222,TRY,113.0,TRY,9.99,TRY,13.047349,TRY,0.45,TRY,0.805,TRY,1,Schwilk&Ackerly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pinus_jeffreyi,45,Pin_Jef,25,116,0,0.0,1,1,1,1,1.7272,FVS FFE,21.2,FVS FFE,4.0,FVS FFE,3.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,TRY,51.416667,TRY,450.0,TRY,102.0,TRY,NA,NA,0.42,TRY,1.44333333,TRY,1,Schwilk&Ackerly,10,Schwilk&Ackerly,79.2,Fonda 2001 Forest Science,67.3,Fonda 2001 Forest Science,90.0,Fonda 2001 Forest Science,306.6,Fonda 2001 Forest Science
Pinus_lambertiana,46,Pin_Lam,26,117,0,0.0,1,1,1,1,1.8287999999999998,FVS FFE,21.2,FVS FFE,4.0,FVS FFE,3.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.135,TRY,62.285714,TRY,480.0,TRY,204.0,TRY,NA,NA,0.38,TRY,1.91,TRY,1,Schwilk&Ackerly,10,Schwilk&Ackerly,128.5,Fonda et al. 1998 Northwest Sci,55.6,Fonda et al. 1998 Northwest Sci,77.1,Fonda et al. 1998 Northwest Sci,103.2,Fonda et al. 1998 Northwest Sci
Pinus_monophylla,303,Pin_Mon1,NA,133,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pinus_monticola,47,Pin_Mon3,27,119,0,0.0,1,1,1,1,0.889,FVS FFE,22.5,FVS FFE,4.0,FVS FFE,3.5,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.085,TRY,62.133333,TRY,440.0,TRY,20.0,TRY,NA,NA,0.42,TRY,1.7,TRY,1,Schwilk&Ackerly,6,Schwilk&Ackerly,NA,NA,NA,NA,NA,NA,NA,NA
Pinus_nigra,304,Pin_Nig,NA,136,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pinus_palustris,48,Pin_Pal,NA,121,0,0.0,0,0,1,1,1.2446,FVS FFE,33.7,FVS FFE,4.0,FVS FFE,2.0,FVS FFE,297.60667,TRY,NA,NA,NA,NA,32.0,TRY,8.2,TRY,NA,NA,NA,NA,0.175,TRY,16.493023,TRY,450.0,TRY,103.0,TRY,3.381563,TRY,0.62,TRY,0.975,TRY,1,Schwilk&Ackerly,10,Schwilk&Ackerly,NA,NA,NA,NA,NA,NA,NA,NA
Pinus_ponderosa,49,Pin_Pon,28,122,0,0.5,1,1,1,1,1.6001999999999998,FVS FFE,23.7,FVS FFE,4.0,FVS FFE,3.5,FVS FFE,178.85,TRY,NA,NA,116.725,TRY,NA,NA,NA,NA,NA,NA,1.3738095,TRY,0.28144,TRY,41.229048,TRY,520.83333,TRY,40.4,TRY,5.556796,TRY,0.42,TRY,0.9096908,TRY,1,Schwilk&Ackerly,10,Schwilk&Ackerly,79.7,Fonda 2001 Forest Science,77.0,Fonda 2001 Forest Science,92.0,Fonda 2001 Forest Science,136.9,Fonda 2001 Forest Science
Pinus_ponderosa_brachyptera,50,Pin_Pon_bra,NA,NA,0,1.0,1,0,1,1,1.6001999999999998,FVS FFE,23.7,FVS FFE,4.0,FVS FFE,3.5,FVS FFE,178.85,TRY,NA,NA,116.725,TRY,NA,NA,NA,NA,NA,NA,1.3738095,TRY,0.28144,TRY,41.229048,TRY,520.83333,TRY,40.4,TRY,5.556796,TRY,0.42,TRY,0.9096908,TRY,0,Schwilk&Ackerly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pinus_ponderosa_critchfieldiana,51,Pin_Pon_cri,30,NA,0,1.0,1,1,1,1,1.6001999999999998,FVS FFE,23.7,FVS FFE,4.0,FVS FFE,3.5,FVS FFE,178.85,TRY,NA,NA,116.725,TRY,NA,NA,NA,NA,NA,NA,1.3738095,TRY,0.28144,TRY,41.229048,TRY,520.83333,TRY,40.4,TRY,5.556796,TRY,0.42,TRY,0.9096908,TRY,1,Schwilk&Ackerly,10,Schwilk&Ackerly,NA,NA,NA,NA,NA,NA,NA,NA
Pinus_ponderosa_ponderosa,52,Pin_Pon_pon,NA,NA,0,1.0,1,0,1,1,1.6001999999999998,FVS FFE,23.7,FVS FFE,4.0,FVS FFE,3.5,FVS FFE,178.85,TRY,NA,NA,116.725,TRY,NA,NA,NA,NA,NA,NA,1.3738095,TRY,0.28144,TRY,41.229048,TRY,520.83333,TRY,40.4,TRY,5.556796,TRY,0.42,TRY,0.9096908,TRY,0,Schwilk&Ackerly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pinus_ponderosa_scopulorum,53,Pin_Pon_sco,NA,NA,0,1.0,1,0,1,1,1.6001999999999998,FVS FFE,23.7,FVS FFE,4.0,FVS FFE,3.5,FVS FFE,178.85,TRY,NA,NA,116.725,TRY,NA,NA,NA,NA,NA,NA,1.3738095,TRY,0.28144,TRY,41.229048,TRY,520.83333,TRY,40.4,TRY,5.556796,TRY,0.42,TRY,0.9096908,TRY,0,Schwilk&Ackerly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pinus_pungens,54,Pin_Pun,NA,123,0,0.0,0,0,1,1,1.016,FVS FFE,28.1,FVS FFE,4.0,FVS FFE,3.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125,TRY,17.109091,TRY,250.0,TRY,13.3,TRY,NA,NA,0.55,TRY,0.425,TRY,10,Schwilk&Ackerly,4,Schwilk&Ackerly,NA,NA,NA,NA,NA,NA,NA,NA
Pinus_radiata,55,Pin_Rad,33,NA,0,0.0,1,1,1,1,0.7619999999999999,FVS FFE,23.7,FVS FFE,4.0,FVS FFE,3.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,13.527087,TRY,5.793911,TRY,NA,NA,0.17,TRY,26.705882,TRY,106.66667,TRY,42.2,TRY,7.075289,TRY,0.41,TRY,0.6,TRY,10,Schwilk&Ackerly,2,Schwilk&Ackerly,63.5,Fonda 2001 Forest Science,67.3,Fonda 2001 Forest Science,81.4,Fonda 2001 Forest Science,360.1,Fonda 2001 Forest Science
Pinus_remota,305,Pin_Rem,NA,141,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pinus_resinosa,56,Pin_Res,NA,125,0,0.0,0,0,1,1,1.0921999999999998,FVS FFE,25.6,FVS FFE,4.0,FVS FFE,4.0,FVS FFE,NA,NA,43.5,TRY,NA,NA,36.0,TRY,11.268723,TRY,8.669283,TRY,NA,NA,NA,NA,29.714286,TRY,335.66667,TRY,9.84,TRY,4.094002,TRY,0.51,TRY,1.0,TRY,1,Schwilk&Ackerly,7,Schwilk&Ackerly,NA,NA,NA,NA,NA,NA,NA,NA
Pinus_rigida,57,Pin_Rig,NA,126,0,0.0,0,0,1,1,1.1429999999999998,FVS FFE,29.3,FVS FFE,4.0,FVS FFE,2.0,FVS FFE,NA,NA,NA,NA,NA,NA,33.0,TRY,9.82,TRY,18.584071,TRY,NA,NA,0.1625,TRY,21.714286,TRY,275.0,TRY,7.68,TRY,4.89,TRY,0.52,TRY,0.85,TRY,10,Schwilk&Ackerly,3,Schwilk&Ackerly,NA,NA,NA,NA,NA,NA,NA,NA
Pinus_sabiniana,58,Pin_Sab,34,NA,0,0.0,1,1,1,1,0.8382,FVS FFE,23.7,FVS FFE,4.0,FVS FFE,3.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,TRY,22.584615,TRY,200.0,TRY,478.0,TRY,NA,NA,NA,NA,1.05,TRY,3,Schwilk&Ackerly,5,Schwilk&Ackerly,75.71428571428571,Banwell and Varner unpub data,76.14285714285714,Banwell and Varner unpub data,88.8,Banwell and Varner unpub data,327.85714285714283,Banwell and Varner unpub data
Pinus_serotina,59,Pin_Ser,NA,128,0,0.0,0,0,1,1,8.6614,FVS FFE,31.8,FVS FFE,4.0,FVS FFE,2.0,FVS FFE,NA,NA,NA,NA,NA,NA,27.0,TRY,8.2,TRY,NA,NA,NA,NA,0.16,TRY,21.857143,TRY,NA,NA,8.37,TRY,3.59,TRY,0.58,TRY,0.6,TRY,10,Schwilk&Ackerly,1,Schwilk&Ackerly,NA,NA,NA,NA,NA,NA,NA,NA
Pinus_spp.,60,Pin_Spp,NA,100,1,NA,NA,NA,1,1,0.7619999999999999,FVS FFE,25.6,FVS FFE,4.0,FVS FFE,2.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pinus_strobus,61,Pin_Str,NA,129,0,0.0,0,0,1,1,1.1429999999999998,FVS FFE,21.2,FVS FFE,4.0,FVS FFE,2.0,FVS FFE,NA,NA,26.1,TRY,NA,NA,21.0,TRY,16.133334,TRY,7.073171,TRY,NA,NA,1.174,TRY,45.281081,TRY,322.72727,TRY,16.4,TRY,6.867957,TRY,0.37,TRY,1.35,TRY,1,Schwilk&Ackerly,3,Schwilk&Ackerly,NA,NA,NA,NA,NA,NA,NA,NA
Pinus_sylvestris,62,Pin_Syl,NA,130,0,0.0,NA,NA,1,1,0.7619999999999999,FVS FFE,25.6,FVS FFE,4.0,FVS FFE,3.0,FVS FFE,76.4139,TRY,32.05016,TRY,NA,NA,30.0,TRY,11.334464,TRY,12.827173,TRY,2.2253846,TRY,0.175,TRY,12.759543,TRY,490.83333,TRY,8.66,TRY,4.726488,TRY,0.4045158,TRY,0.04968858,TRY,0,Schwilk&Ackerly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pinus_taeda,63,Pin_Tae,NA,131,0,0.0,0,0,1,1,1.3208,FVS FFE,29.3,FVS FFE,4.0,FVS FFE,3.0,FVS FFE,140.49976,TRY,42.0,TRY,95.88575,TRY,NA,NA,9.218158,TRY,12.0,TRY,0.369,TRY,0.1065696,TRY,17.104681,TRY,242.5,TRY,26.3,TRY,9.150222,TRY,0.54,TRY,0.19268571,TRY,1,Schwilk&Ackerly,8,Schwilk&Ackerly,NA,NA,NA,NA,NA,NA,NA,NA
Pinus_virginiana,64,Pin_Vir,NA,132,0,0.0,0,0,1,1,0.8382,FVS FFE,28.1,FVS FFE,4.0,FVS FFE,3.0,FVS FFE,52.5177,TRY,NA,NA,54.55335,TRY,NA,NA,NA,NA,NA,NA,0.54875,TRY,0.1109087,TRY,24.125,TRY,150.0,TRY,7.68,TRY,4.59073,TRY,0.52,TRY,0.43333333,TRY,10,Schwilk&Ackerly,2,Schwilk&Ackerly,NA,NA,NA,NA,NA,NA,NA,NA
Piscidia_piscipula,306,Pis_Pis,NA,887,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Planera_aquatica,307,Pla_Aqu,NA,722,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Platanus_occidentalis,161,Pla_Occ,NA,731,0,0.0,0,0,0,1,0.8382,FVS FFE,28.7,FVS FFE,4.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,22.4,TRY,14.933333,TRY,NA,NA,20.6,TRY,37.375,TRY,250.0,TRY,2.49,TRY,23.28,TRY,0.45,TRY,4.0,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Platanus_racemosa,162,Pla_Rac,NA,NA,0,0.0,1,1,0,1,0.8382,FVS FFE,28.7,FVS FFE,4.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Platanus_spp.,308,Pla_Spp,NA,729,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Populus_alba,309,Pop_Alb,NA,752,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Populus_balsamifera,163,Pop_Bal,NA,741,0,0.0,1,1,0,1,1.016,FVS FFE,19.3,FVS FFE,4.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,18.25019,TRY,9.824495,TRY,NA,NA,NA,NA,26.2,TRY,200.0,TRY,0.3,TRY,NA,NA,0.35,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Populus_deltoides,164,Pop_Del,NA,742,0,0.0,1,0,0,1,1.016,FVS FFE,23.1,FVS FFE,4.0,FVS FFE,1.0,FVS FFE,NA,NA,21.2,TRY,NA,NA,5.0,TRY,20.79,TRY,14.444444,TRY,NA,NA,NA,NA,31.452692,TRY,NA,NA,1.25,TRY,13.01994,TRY,0.4160115,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Populus_fremontii,165,Pop_Fre,NA,NA,0,0.0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Populus_grandidentata,166,Pop_Gra,NA,743,0,0.0,0,0,0,1,0.9905999999999999,FVS FFE,22.5,FVS FFE,4.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,16.1,TRY,10.0,TRY,NA,NA,NA,NA,16.586667,TRY,100.0,TRY,0.164,TRY,20.051504,TRY,0.41,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Populus_heterophylla,167,Pop_Het,NA,744,0,0.0,0,0,0,1,1.27,FVS FFE,23.1,FVS FFE,4.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5,TRY,80.0,TRY,3.01,TRY,14.34,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Populus_nigra,310,Pop_Nig,NA,753,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
